슬픔,체념,마음이 점점 무뎌지고 있어.
슬픔,체념,이젠 뭐라도 괜찮다는 생각이 들어.
슬픔,체념,그냥 아무 일도 안 하고 싶어.
슬픔,체념,이젠 정말 아무 감정도 없어졌어.
슬픔,체념,그냥 버티는 것도 지쳤어.
슬픔,체념,결국 이렇게 끝나는 거였구나 싶어.
슬픔,체념,다 내려놓고 나니까 마음이 조용해.
슬픔,체념,그냥 흘러가게 놔두려고.
슬픔,체념,그때 그 선택도 이젠 후회하지 않아.
슬픔,체념,이젠 결과가 어찌 되든 상관없어.
슬픔,체념,그냥 내가 너무 지쳐버렸어.
슬픔,체념,이제는 더 이상 기대하지 않아.
슬픔,체념,애써 바꾸려다 더 망가진 것 같아.
슬픔,체념,그냥 다 받아들이는 중이야.
슬픔,체념,이젠 힘들다는 말도 하기 싫어.
슬픔,체념,그냥 조용히 흘러가는 중이야.
슬픔,체념,이제는 아무리 애써도 달라질 게 없다는 걸 알아.
슬픔,체념,그냥 이렇게 살아가야 하나 보다 싶어.
슬픔,체념,포기하니까 편한데 좀 슬퍼.
슬픔,체념,이젠 아무 기대도 없어.
슬픔,체념,다시 돌릴 수 없다는 걸 인정했어.
슬픔,체념,그냥 지금을 받아들이고 있어.
슬픔,체념,아무 기대도 없으니 실망도 없네.
슬픔,체념,이젠 미련 없이 놓으려고.
슬픔,체념,그냥 되는 대로 살고 있어.
슬픔,체념,결국엔 다 이렇게 되는구나 싶어.
슬픔,체념,이젠 뭘 해도 무감각해.
슬픔,체념,그냥 마음이 텅 비어버렸어.
슬픔,체념,애써 기대 안 하니까 좀 편해졌어.
슬픔,체념,그냥 이게 내 인생인가 보다 싶어.
슬픔,체념,모든 게 내 뜻대로 되지 않더라.
슬픔,체념,그냥 순리대로 두려고.

슬픔,외로움,괜히 사람들 사이에 있어도 혼자인 기분이야.
슬픔,외로움,오늘따라 유난히 조용한 게 싫더라.
슬픔,외로움,주변에 사람이 많아도 마음은 비어 있어.
슬픔,외로움,이야기할 사람이 없다는 게 이렇게 힘들 줄 몰랐어.
슬픔,외로움,연락 오는 사람 하나 없네.
슬픔,외로움,대화창은 켜져 있는데 누구한테도 말 못 하겠어.
슬픔,외로움,집이 이렇게 조용한 줄 오늘 처음 알았어.
슬픔,외로움,혼자 밥 먹는 게 이제 익숙해졌어.
슬픔,외로움,웃고 있는데 마음은 하나도 안 웃겨.
슬픔,외로움,요즘은 그냥 대화가 그리워.
슬픔,외로움,누군가 내 얘기를 들어줬으면 좋겠어.
슬픔,외로움,사람들은 다 바쁜데 나만 멈춰 있는 기분이야.
슬픔,외로움,혼자라는 게 이렇게 무거운 일인지 몰랐어.
슬픔,외로움,괜히 SNS만 새로고침하게 돼.
슬픔,외로움,대화창을 열어도 보낼 사람이 없어.
슬픔,외로움,조용한 방이 요즘은 제일 낯설어.
슬픔,외로움,다들 각자 삶이 있는데 나만 멀어진 기분이야.
슬픔,외로움,요즘은 그냥 말 한마디가 그리워.
슬픔,외로움,그냥 누가 옆에 있었으면 좋겠어.
슬픔,외로움,이야기할 사람 하나 없다는 게 이렇게 외로운 거였구나.
슬픔,외로움,밤이 되면 마음이 더 공허해져.
슬픔,외로움,그냥 조용한 방 안에 있으면 마음이 허전해.
슬픔,외로움,전화 한 통이 그렇게 간절할 줄은 몰랐어.
슬픔,외로움,내가 사라져도 모를 것 같아, 아무도.
슬픔,외로움,사람들 사이에 있어도 내 자리는 없는 기분이야.
슬픔,외로움,혼자 걷다 보면 괜히 눈물이 나.
슬픔,외로움,요즘은 누가 그리운 건지도 모르겠어.
슬픔,외로움,그냥 아무 이유 없이 마음이 시려.
슬픔,외로움,하루 종일 아무 말도 안 하고 지냈어.
슬픔,외로움,그냥 누가 옆에서 같이 있어줬으면 좋겠어.
슬픔,외로움,요즘은 웃는 게 어색해.
슬픔,외로움,사람 목소리 듣는 게 이렇게 낯설 줄이야.
슬픔,외로움,대화하다가도 내가 괜히 불편하게 느껴져.
슬픔,외로움,그냥 조용히 사라지고 싶은 날이야.
슬픔,외로움,다들 바쁘게 사는데 나만 멈춰 있는 것 같아.
슬픔,외로움,누군가 나를 필요로 해줬으면 좋겠어.
슬픔,외로움,요즘은 하루 종일 침묵 속에 있어.
슬픔,외로움,혼자 있는 건 익숙한데 외로운 건 여전하네.
슬픔,외로움,그냥 마음이 허전해서 뭘 해도 공허해.
슬픔,외로움,누군가 옆에 앉아 있기만 해도 좋겠어.
슬픔,외로움,그냥 말 한마디라도 건네주는 사람이 있었으면 해.
슬픔,외로움,하루가 길어지면 더 외로워져.
슬픔,외로움,밤이 조용하면 이상하게 마음이 시려.
슬픔,외로움,요즘은 아무 연락도 없는 게 더 익숙해졌어.
슬픔,외로움,그냥 내 얘길 들어주는 사람 하나 있었으면 좋겠어.
슬픔,외로움,그냥 허공에 말하고 있는 기분이야.
슬픔,외로움,사람들이랑 있어도 외롭다는 게 이런 거구나 싶어.
슬픔,외로움,누가 나 좀 안아줬으면 좋겠다는 생각이 들었어.
슬픔,외로움,그냥 존재감이 희미해진 느낌이야.
슬픔,외로움,요즘은 나 자신조차 낯설어.
슬픔,외로움,그냥 누가 이름 한번 불러줬으면 좋겠어.
슬픔,외로움,모든 게 조용하니까 더 외로워.
슬픔,외로움,요즘은 내 말에 대답해주는 사람도 없네.
슬픔,외로움,사람들 사이에 있어도 괜히 소외된 기분이야.
슬픔,외로움,혼자 있을 때 마음이 가장 시려워.
슬픔,외로움,대화 상대 하나 없다는 게 이렇게 힘든 거였구나.
슬픔,외로움,요즘은 웃을 일도, 얘기할 일도 없어.
슬픔,외로움,그냥 누가 옆에 있어주면 좋겠다는 생각만 해.
슬픔,외로움,외로운 게 아니라 텅 빈 느낌이야.
슬픔,외로움,사람들이 나를 지나쳐가는데도 아무 감정이 안 들어.
슬픔,외로움,그냥 아무도 나한테 관심 없는 것 같아.
슬픔,외로움,요즘은 내 존재가 희미해진 기분이야.
슬픔,외로움,대화 한 줄이 이렇게 그리울 줄 몰랐어.
슬픔,외로움,그냥 혼자 있는 게 익숙해졌는데도 외로워.
슬픔,외로움,사람들 웃는 모습이 부럽더라.
슬픔,외로움,요즘은 내 목소리를 들어주는 사람이 없어.
슬픔,외로움,그냥 누가 내 이름 한 번만 불러줬으면 좋겠어.
슬픔,외로움,조용한 방에 나 혼자 있다는 게 낯설어.
슬픔,외로움,사람들 사이에서도 외롭다는 게 제일 슬퍼.
슬픔,외로움,요즘은 괜히 거리의 소음이 그립더라.
슬픔,외로움,그냥 아무도 없는 공간이 답답해.
슬픔,외로움,대화 없이 하루를 보내는 게 일상이 됐어.
슬픔,외로움,누가 내 얘기를 들어줬으면 좋겠는데 다들 바쁘더라.
슬픔,외로움,그냥 이 방 안이 너무 커 보여.
슬픔,외로움,요즘은 침묵이 제일 무겁게 느껴져.
슬픔,외로움,누군가 내 곁에 있었으면 좋겠어 아무 말 없이라도.
슬픔,외로움,그냥 나 혼자 남겨진 느낌이야.
슬픔,외로움,사람 목소리가 들리지 않으면 더 쓸쓸해져.
슬픔,외로움,요즘은 내 그림자만 대화하는 기분이야.
슬픔,외로움,누가 내 하루를 물어봐줬으면 좋겠어.
슬픔,외로움,그냥 혼자 있는 게 편하면서도 외로워.
슬픔,외로움,사람들 사이에서 더 외로워지는 기분이야.
슬픔,외로움,오늘따라 조용한 게 더 괴롭네.
슬픔,외로움,그냥 존재감이 사라진 것 같아.
슬픔,외로움,누가 내 얘길 들어줬으면 좋겠어.
슬픔,외로움,요즘은 혼잣말만 늘었어.
슬픔,외로움,그냥 누군가와 눈이라도 마주치고 싶어.
슬픔,외로움,조용한 방 안에 내 숨소리만 들려.
슬픔,외로움,사람들 웃음소리가 멀게 느껴져.
슬픔,외로움,요즘은 내 얘길 할 곳이 없어서 더 외로워.
슬픔,외로움,그냥 내 자리가 없는 기분이야.
슬픔,외로움,혼자 밥 먹다가 괜히 울컥했어.
슬픔,외로움,그냥 누가 “괜찮아?” 한마디만 해줬으면 좋겠어.
슬픔,외로움,사람들 다 떠나고 나만 남은 느낌이야.
슬픔,외로움,요즘은 웃는 사람들 보기가 힘들어.
슬픔,외로움,그냥 아무도 없는 공간이 낯설고 무서워.
슬픔,외로움,누가 나한테 관심 좀 가져줬으면 좋겠어.
슬픔,외로움,그냥 내 목소리가 허공에 흩어지는 기분이야.

슬픔,자책,내가 괜히 그 말을 해서 분위기를 망친 것 같아.
슬픔,자책,그때 조금만 더 참았으면 좋았을 텐데.
슬픔,자책,내가 잘못한 걸까 계속 생각하게 돼.
슬픔,자책,괜히 그 사람 마음을 아프게 한 것 같아.
슬픔,자책,지금 생각하면 내가 너무 이기적이었어.
슬픔,자책,그때 그렇게 말하지 말 걸 그랬어.
슬픔,자책,내가 조금만 더 배려했으면 상황이 달라졌을까.
슬픔,자책,내가 그때 왜 그렇게 행동했는지 모르겠어.
슬픔,자책,결국 다 내 탓인 것 같아.
슬픔,자책,그 사람 입장에서 생각했으면 좋았을 텐데.
슬픔,자책,내가 너무 쉽게 포기했어.
슬픔,자책,그때는 몰랐는데 지금 생각하니 다 내 책임이야.
슬픔,자책,그냥 내가 부족해서 이런 일들이 생기는 것 같아.
슬픔,자책,조금만 더 참았으면 좋았을 텐데.
슬픔,자책,그 사람한테 미안하다는 말도 제대로 못 했어.
슬픔,자책,내가 잘못한 게 맞아, 아무리 생각해도.
슬픔,자책,그때 내가 그 사람을 이해해주지 못했어.
슬픔,자책,결국 내 성격이 문제였던 것 같아.
슬픔,자책,내가 너무 쉽게 상처 주는 말을 했던 것 같아.
슬픔,자책,그 사람을 잃은 건 다 내 탓이야.
슬픔,자책,내가 왜 그렇게 차갑게 굴었는지 모르겠어.
슬픔,자책,그때 좀 더 따뜻하게 말했으면 어땠을까.
슬픔,자책,계속 내 실수만 떠올라서 괴로워.
슬픔,자책,그냥 내가 부족했어 그뿐이야.
슬픔,자책,내가 잘못했단 걸 알면서도 미안하단 말을 못 했어.
슬픔,자책,그때 조금만 더 기다려줄 걸 그랬어.
슬픔,자책,결국 문제는 나였던 것 같아.
슬픔,자책,지금 와서 후회해봤자 소용없는데 계속 생각나.
슬픔,자책,내가 너무 쉽게 포기한 게 마음에 남아.
슬픔,자책,그 사람도 상처받았을 거야 다 내 탓이지.
슬픔,자책,그때는 몰랐는데 지금은 너무 후회돼.
슬픔,자책,그 사람을 믿어줬어야 했는데.
슬픔,자책,내가 너무 조급했어.
슬픔,자책,결국 내가 다 망쳐버렸어.
슬픔,자책,그 사람을 밀어낸 건 나야.
슬픔,자책,그냥 내가 바보 같았어.
슬픔,자책,그때 왜 그렇게 말했을까 아직도 후회돼.
슬픔,자책,이 상황이 된 게 다 내 잘못 같아.
슬픔,자책,나 때문이라는 생각을 떨칠 수가 없어.
슬픔,자책,그 사람 입장에서 생각하지 못한 게 미안해.
슬픔,자책,내가 너무 쉽게 화냈던 것 같아.
슬픔,자책,내가 조금만 더 성숙했으면 좋았을 텐데.
슬픔,자책,내가 그 사람을 지치게 만든 건 아닐까.
슬픔,자책,그때는 몰랐지만 지금은 너무 후회돼.
슬픔,자책,결국 내 욕심이 문제였던 것 같아.
슬픔,자책,그 사람에게 상처 준 걸 이제야 실감해.
슬픔,자책,내가 그 사람의 마음을 너무 몰랐어.
슬픔,자책,이제 와서 사과해도 소용없겠지.
슬픔,자책,그때 내가 그 사람한테 조금만 더 따뜻했으면.
슬픔,자책,모든 잘못이 나한테 있는 것 같아.
슬픔,자책,내가 그 사람한테 너무 무심했어.
슬픔,자책,지금 생각해보면 그 사람은 항상 나를 이해해줬는데.
슬픔,자책,내가 왜 그렇게 냉정했을까.
슬픔,자책,결국 내가 그 사람을 밀어냈어.
슬픔,자책,그 사람한테 상처 준 게 아직도 미안해.
슬픔,자책,조금만 더 신중했으면 이런 일은 없었을 텐데.
슬픔,자책,그 사람은 잘못이 없었는데 내가 다 망쳤어.
슬픔,자책,내가 그 사람 마음을 너무 쉽게 봤어.
슬픔,자책,그때 한 말이 아직도 머릿속에 맴돌아.
슬픔,자책,그냥 다 내 탓이라는 생각뿐이야.
슬픔,자책,내가 그때 너무 어렸던 것 같아.
슬픔,자책,그 사람은 나를 아꼈는데 난 몰랐어.
슬픔,자책,지금이라도 미안하다고 말하고 싶어.
슬픔,자책,그때 내가 왜 그렇게 무심했는지 모르겠어.
슬픔,자책,결국 내가 다 잘못했어.
슬픔,자책,그 사람의 마음을 헤아리지 못한 게 후회돼.
슬픔,자책,내가 너무 이기적으로 행동했어.
슬픔,자책,그 사람 생각하면 아직도 가슴이 아파.
슬픔,자책,그때 내가 조금만 더 진심을 보여줬다면.
슬픔,자책,내가 너무 쉽게 돌아서버렸어.
슬픔,자책,지금이라도 다시 사과하고 싶어.
슬픔,자책,내가 너무 쉽게 판단했던 것 같아.
슬픔,자책,그 사람에게 상처 줬다는 게 아직도 괴로워.
슬픔,자책,그냥 내 성격이 문제야.
슬픔,자책,그때 내 말이 그 사람한테 얼마나 아팠을까.
슬픔,자책,결국 내가 만든 결과야.
슬픔,자책,내가 그때 조금만 더 따뜻했으면 좋았을 텐데.
슬픔,자책,그때 내가 왜 그런 말을 했는지 모르겠어.
슬픔,자책,그 사람 마음을 이해하지 못했어.
슬픔,자책,지금 생각하니 다 내 잘못이야.
슬픔,자책,그 사람 생각하면 마음이 무너져.
슬픔,자책,그때 너무 쉽게 포기했어.
슬픔,자책,내가 그 사람 마음을 더 아프게 했던 것 같아.
슬픔,자책,그 사람은 잘해줬는데 나는 왜 몰랐을까.
슬픔,자책,지금이라도 용서를 빌고 싶어.
슬픔,자책,내가 너무 경솔했어.
슬픔,자책,그때 그 표정을 아직도 잊을 수가 없어.
슬픔,자책,내가 그 사람을 지켜주지 못했어.
슬픔,자책,모든 게 내 탓이라는 생각이 머리에서 떠나질 않아.
슬픔,자책,그 사람한테 상처 준 게 아직도 마음에 남아.
슬픔,자책,그냥 미안하다는 말밖에 할 수가 없어.
슬픔,자책,그 사람은 괜찮을까 아직도 그게 걱정돼.
슬픔,자책,그때 내가 너무 냉정했어.
슬픔,자책,결국 내 말 한마디가 모든 걸 망쳤어.
슬픔,자책,그 사람 눈빛이 아직도 잊히지 않아.
슬픔,자책,내가 다 망쳤다는 생각이 날 괴롭혀.
슬픔,자책,그때로 돌아가면 다르게 했을 텐데.
슬픔,자책,그 사람한테 정말 미안해.
슬픔,자책,결국 나 자신이 제일 밉다.

슬픔,상실,그 사람 없이 보내는 하루가 이렇게 길 줄 몰랐어.
슬픔,상실,이젠 아무리 찾아도 그때 그 웃음은 없더라.
슬픔,상실,사진 속 미소가 너무 멀게 느껴져.
슬픔,상실,그 사람이 없다는 사실이 아직도 믿기지 않아.
슬픔,상실,이젠 목소리조차 희미해져서 무서워.
슬픔,상실,같이 있던 자리가 너무 텅 비어 보여.
슬픔,상실,그 사람 부재에 익숙해지려고 애쓰는 중이야.
슬픔,상실,그때로 돌아갈 수 없다는 게 제일 아파.
슬픔,상실,지금도 가끔 그 사람 이름을 부르게 돼.
슬픔,상실,손에 닿을 듯 말 듯 이제는 닿을 수가 없어.
슬픔,상실,그 사람이 없는 세상이 아직 낯설어.
슬픔,상실,시간이 지나도 마음 한구석이 비어 있어.
슬픔,상실,함께 웃던 순간들이 자꾸 떠올라서 괴로워.
슬픔,상실,꿈에라도 나왔으면 좋겠다고 생각했어.
슬픔,상실,그때 잡았던 손의 온기가 아직도 남아 있어.
슬픔,상실,이젠 기억 속에서만 만날 수 있다는 게 슬퍼.
슬픔,상실,그 사람이 없는 일상에 아직도 적응이 안 돼.
슬픔,상실,같이 있던 자리에 나 혼자 앉아 있는 기분이야.
슬픔,상실,그때 웃던 얼굴이 너무 또렷해서 더 아파.
슬픔,상실,이제는 그리움조차 사치 같아.
슬픔,상실,그 사람이 사라진 세상이 너무 조용해.
슬픔,상실,그 사람 없는 자리가 점점 익숙해지는 게 무서워.
